ID,Name,City,State,Rating (YP),Count (YP),Rating (TA),Count (TA),Amenity_Family,Amenity_Alcohol,Amenity_Outdoor,Amenity_Wifi,Amenity_Group,Amenity_Reservation,Amenity_Wheelchair,Years,Address,Website
524368681,Fancy's On Fifth,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,NO,NO,N/A,430 41st St S,http://www.fancyson5th.com
496641426,Radisson,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,DoubleTree By Hilton Hotel Birmingham,http://www.radisson.com
575101472,The Modern House Coffee Shop,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,422 6th Ave S,http://www.coffeeandcommunity.com
6238875,Elyton Meat Center,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,301 Center St N,https://elyton-meat-center.hub.biz
567707403,Edgar's Bakery,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2713 18th St S,https://www.edgarsbakery.com
524606864,Holler and Dash,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,YES,NO,NO,YES,8,2801 18th St S,http://holleranddash.com/menu
462204879,Camellia's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,5000R Richard Arrington Jr Blvd N,N/A
534726077,Charbar 7,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,900 Jemison Ln,http://www.charbar7.com
536233529,T and B Concepts Inc The Hickory Tavern,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,900 Jemison Ln,N/A
472605488,Bayles Catering Service,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,20,5422 1st Ave N,http://www.baylescatering.com
18110334,Crestwood Coffee Co,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,YES,NO,NO,13,5512 Crestwood Blvd,http://www.crestwoodcafe.com
575073901,Euphoria Sports Bar & Hookah Lounge,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,7 15th St W,https://euphoria-sports-bar-hookah-lounge.business.site
8750485,Birmingham Inn,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,67,1625 3rd Ave W,http://birminghamautopainting.com
537200703,Mi Pueblo,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,216 Green Springs Hwy,N/A
537508499,China Doll 2,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,YES,NO,30,2656 17th Street Ensley,N/A
559540150,A Social Affair,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,903 Broadway St,https://suggestive.com/halloween-costume-ideas-pets
503066563,Milo's Corporate Headquarters,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,75,828 Columbiana Rd,N/A
550460100,Seeds Coffee Company,Birmingham,AL,N/A,N/A,4.5,27,NO,NO,YES,YES,NO,NO,NO,11,174 Oxmoor Rd,http://www.seedscoffee.com
454094095,Jou Jou's Bakery,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,166 W Valley Ave,http://www.pita.net
3147531,Bravo Foods,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,4608 Avenue W,N/A
572020012,Bite Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1521 Pinson Valley Pkwy,N/A
538659528,Tin Roof,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,NO,YES,22,2709 Avenue S,http://tinroofbars.com
534720609,Sitar Indian Restaurant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,YES,NO,YES,YES,N/A,729 20th Street Ensley,N/A
509360733,Just Cake,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,8315 1st Ave N,N/A
567698219,Cookie Fix,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,3152 Heights Vlg,http://www.cookiefix.com
472607225,Margaret's Bakery,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,12,1421 Forestdale Blvd,http://www.margaretsbakery.com
556641722,Mealfit,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3660 Grandview Pkwy,https://www.mealfit.co
4168949,Altadena Vly Co Club,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,58,2651 Alta Vista Dr,http://avccgolf.org
58952,Pine Tree Country Club,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,30,5100 Pine Whispers Dr,http://www.ptccalabama.com
562747409,"Rickey J's Bakery, Inc.",Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,22,4647 Highway 280 Ste B,N/A
524105677,Mugshots Grill & Bar,Birmingham,AL,N/A,N/A,3.0,12,NO,YES,YES,NO,NO,NO,NO,8,110 Inverness Plz,https://www.mugshotsgrillandbar.com
466735845,Cinnabon,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,N/A,103 Inverness Cors,http://cinnabon.com
507685686,JaWanda's Sweet Potato Pies,Birmingham,AL,N/A,N/A,5.0,12,NO,NO,NO,NO,NO,NO,NO,10,5291 Valleydale Rd Suite 111,http://jawandasweetpotatopie.com
548186970,Bullet Coffee Company,Birmingham,AL,N/A,N/A,5.0,2,NO,NO,NO,NO,NO,NO,NO,N/A,5299 Highway 280,N/A
481895920,Greystone Founders Rear Gate,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,23,2044 King Stables Rd,http://www.greystonecc.com
526521037,Revolve Kitchen & Brew,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,NO,YES,N/A,611 Doug Baker Blvd Ste 103,N/A
527265915,Spare Time Entertainment,Birmingham,AL,N/A,N/A,4.0,21,NO,NO,NO,NO,NO,NO,NO,N/A,3600 Roosevelt Blvd,https://www.sparetimeentertainment.com
544442421,Bare Naked Noodles,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,11,5511 Highway 280 Ste 109,N/A
563132437,Adored Sweets,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1865 Pebble Lake Dr,https://www.adoredsweets.com
562528646,Blues Bourbon And Brews,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,5,9340 Helena Rd Ste H,https://bluesbourbonbrews.com
11914383,John's City Diner,Birmingham,AL,five,2,N/A,N/A,NO,YES,NO,NO,NO,YES,YES,24,112 Richard Arrington Jr Blvd N,N/A
14799532,Tolteca Foods,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,76,2700 13th Street Ensley,http://toltecafoods.com
473110100,The Page,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,9500 Parkway E,N/A
10429121,Savage's Bakery,Birmingham,AL,three half,3,4.0,39,NO,NO,NO,NO,YES,NO,YES,85,2916 18th St S,http://www.birminghammenus.com/savages
459630133,Culinard Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1500 1st Ave N,http://www.culinardcafe.com
478365555,Grand Slam Catering,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1401 1st Ave S,N/A
452315254,Tide and Tiger Lounge,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,YES,N/A,409 Graymont Ave W,N/A
13116755,Crestwood Tavern,Birmingham,AL,N/A,N/A,4.5,4,NO,YES,YES,NO,NO,NO,NO,25,5500 Crestwood Blvd,N/A
451117247,Pilleteri's Seasoning,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,813 Shades Crest Rd,http://www.mrpdeli.com
4556061,Chris Z's,Birmingham,AL,five,1,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,21,2808 University Blvd,http://w.singlepage.com/chris-zs/menu
453972481,Wellington's Bistro,Birmingham,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,36,1500 2nd Ave N,N/A
452733820,Mi Pueblo,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,813 Green Springs Hwy,N/A
10824145,Homewood Diner,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,14,162 Oxmoor Rd,N/A
17366201,Airport Lounge,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,N/A,1409 50th St N,N/A
478321677,Unique Cakez,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,27,PO Box 110932,N/A
475675335,Red Cat Coffee House,Birmingham,AL,N/A,N/A,4.5,51,NO,NO,YES,YES,NO,NO,YES,16,2901 2nd Ave S Ste 120,http://www.theredcatcoffeehouse.com
3554771,Dreamland Bar-B-Que*,Birmingham,AL,four half,6,4.0,817,NO,YES,NO,YES,YES,NO,YES,31,1427 14th Ave S,http://www.dreamlandbbq.com
475041362,Steak House Birmingham,Birmingham,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,14,2007 Old Montgomery Hwy,N/A
10642944,SOS Lounge,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,8629 1st Ave N,N/A
526386422,Bakers & Gyros,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,812 3rd Ave W,N/A
5414243,Bambinelli's Italian Cafe,Mountain Brk,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2031 Cahaba Rd,N/A
465439162,Alfredo's Pizza Cafe,Homewood,AL,five,3,4.0,26,NO,NO,NO,NO,NO,NO,NO,N/A,803 Green Springs Hwy,https://www.alfredospizzacafemenu.com
504757709,Sharks Fish and Chicken,Irondale,AL,five,1,N/A,N/A,NO,NO,NO,YES,NO,YES,YES,N/A,7001 Crestwood Blvd,http://sharksfishchicken.net
2210141,WingOut Express,Homewood,AL,one,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,14 Green Springs Hwy,http://wingoutsouth.com
557623074,Maple Street Biscuit Company,Homewood,AL,N/A,N/A,3.5,12,NO,NO,NO,NO,NO,NO,NO,4,2801 18th St S,http://maplestreetbiscuits.com
481113591,Taco Mama - Crestline,Mountain Brk,AL,N/A,N/A,4.0,45,NO,YES,YES,YES,NO,NO,NO,13,63 Church St,https://tacomamaonline.com/crestline
565718727,Charbar no. 7,Mountain Brook,AL,N/A,N/A,3.5,39,NO,NO,NO,NO,NO,NO,NO,N/A,900 Jemison Ln,http://charbar7.com
565726556,Habitat Feed & Social,Mountain Brook,AL,N/A,N/A,4.0,130,NO,NO,NO,NO,NO,NO,NO,N/A,2655 Lane Park Rd  Grand Bohemian Hotel,http://www.habitatfeedandsocial.com/?utm_medium=organic&utm_source=tripadvisor&utm_campaign=website-link
1200312,Billy's Bar & Grill-English Village,Mountain Brk,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,NO,YES,36,2012 Cahaba Rd,http://www.billyssportsgrill.com
575580464,Another Broken Egg Cafe,Mountain Brook,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2418 Montevallo Rd,N/A
495607005,Brick & Tin,Mountain Brk,AL,N/A,N/A,4.0,86,NO,YES,YES,YES,NO,NO,YES,15,2901 Cahaba Rd,https://www.brickandtin.com
546434416,Ono Poke,Homewood,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,6,934 Oxmoor Rd,https://www.theonopoke.com
561093434,Wing Street,Irondale,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4500 Montevallo Rd,https://locations.pizzahut.com/al/birmingham/4500-montevallo-rd
561691969,Enjoy Delicious and Great Cuisine,Irondale,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,7001 Crestwood Blvd,N/A
467378035,Surin of Thailand,Mountain Brk,AL,N/A,N/A,4.0,22,NO,YES,NO,NO,NO,YES,YES,34,64 Church St,http://www.surinofthailand.com
467376346,The Garden Cafe,Mountain Brk,AL,N/A,N/A,5.0,13,NO,NO,NO,NO,NO,NO,YES,N/A,2612 Lane Park Rd,http://www.bbgardens.org/garden-cafe.php
467443581,Shangri-La Restaurant,Irondale,AL,four,4,4.0,31,NO,YES,NO,NO,YES,NO,YES,34,4500 Montevallo Rd,http://www.shangrilabirmingham.com
467259009,Mafiaoza,Mountain Brk,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,YES,YES,N/A,2 Dexter Ave,http://mafiaozas.com
473014008,Sushi Village,Irondale,AL,N/A,N/A,3.5,35,NO,YES,NO,YES,NO,NO,NO,12,7001 Crestwood Blvd,http://www.sushivillageal.com
9483367,Chop Suey Inn,Homewood,AL,five,2,4.0,11,NO,NO,NO,NO,NO,NO,YES,30,813 Green Springs Hwy,http://chopsueyinn.net
4877697,Sam's Deli & Grill,Homewood,AL,five,1,4.5,24,NO,NO,YES,NO,NO,NO,NO,N/A,932 Oxmoor Rd,http://www.facebook.com/Sams-Deli-and-Grill-539470186189179
4785514,Chen Express,Mountain Brk,AL,N/A,N/A,3.5,3,NO,NO,NO,NO,NO,NO,YES,22,221 Country Club Park,http://www.chenexpressal.com
22658233,Dyron's,Mountain Brk,AL,N/A,N/A,4.5,86,NO,NO,NO,NO,NO,NO,NO,19,121 Oak St,http://www.dyronslowcountry.com
3714831,Jim 'N Nick's,Homewood,AL,three half,4,4.0,195,NO,YES,NO,NO,NO,NO,NO,N/A,220 Oxmoor Rd,https://www.jimnnicks.com/locations/al/homewood/220-oxmoor-road?utm_source=ExtNet&utm_medium=Yext
467229280,La Paz Restaurant,Mountain Brk,AL,four half,2,3.5,72,NO,YES,YES,YES,NO,NO,YES,34,99 Euclid Ave,http://www.lapazbham.com
456218684,Shrimp Basket Homewood,Homewood,AL,two half,2,N/A,N/A,NO,NO,NO,NO,NO,YES,NO,N/A,801 Green Springs Hwy,N/A
474920962,El Cazador,Irondale,AL,N/A,N/A,4.0,42,NO,YES,YES,NO,YES,NO,YES,21,1540 Montclair Rd,http://elcazadoralabama.com
6783840,Stix Restaurant,Fultondale,AL,four,4,3.5,63,NO,YES,NO,NO,YES,YES,YES,24,3405 Lowery Pkwy,http://www.stixonline.com
474241025,Chili's Grill & Bar,Fultondale,AL,one,2,3.0,51,NO,YES,NO,YES,NO,NO,NO,34,203 Howell St,http://www.chilis.com
666519,Gus's Hot Dogs,Adamsville,AL,five,1,5.0,6,NO,NO,NO,NO,NO,NO,NO,N/A,14 Rex Ln,https://www.facebook.com/Guss-Hot-Dogs-Adamsville-AL-210602796241
18126743,China 1,Fultondale,AL,N/A,N/A,4.0,1,NO,NO,NO,NO,YES,NO,NO,30,357 Walker Chapel Plz,N/A
473742024,Golden Corral Restaurants,Hoover,AL,three half,3,4.0,40,NO,NO,NO,NO,NO,NO,NO,34,3117 Lorna Rd,http://www.goldencorral.com
12727309,Mudtown Eat & Drink,Vestavia,AL,two half,3,4.5,110,NO,YES,YES,YES,NO,NO,YES,18,3144 Green Valley Rd,http://www.mudtownalabama.com
467370866,Miss Myra's Pit Bar B Q,Vestavia,AL,four,1,4.0,121,NO,NO,NO,NO,NO,NO,YES,40,3278 Cahaba Heights Rd,http://missmyras.com
15801040,Casa Fiesta Fultondale,Fultondale,AL,three,2,4.0,52,NO,YES,NO,NO,YES,NO,YES,24,3417 Lowery Pkwy,N/A
1337693,Satterfield's Restaurant,Vestavia,AL,N/A,N/A,4.5,198,NO,YES,YES,NO,NO,YES,YES,19,3161 Cahaba Heights Rd,http://www.satterfieldsrestaurant.com
12084568,Full Moon Bar-B-Que,Fultondale,AL,four,1,4.0,207,NO,YES,YES,YES,NO,NO,YES,24,1428 Old Walker Chapel Rd,http://www.fullmoonbbq.com
473675247,Romano's Macaroni Grill,Vestavia,AL,two half,2,N/A,N/A,NO,YES,NO,NO,NO,YES,YES,9,241 Summit Blvd,http://www.macaronigrill.com
2185134,Logan's Roadhouse,Irondale,AL,four,3,N/A,N/A,NO,YES,NO,YES,NO,NO,YES,33,7724 Ludington Ln,http://www.logansroadhouse.com
10966641,Glory's Family Dining,Fairfield,AL,one,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,6509 Ej Oliver Blvd,N/A
467603948,Mandarin House Chinese Restaurant,Vestavia Hills,AL,three,6,3.5,22,NO,YES,NO,NO,NO,NO,YES,45,1550 Montgomery Hwy,http://www.mandarinhousehoover.com
2819757,Jj Wings,Fairfield,AL,five,2,N/A,N/A,NO,NO,NO,NO,NO,NO,YES,N/A,900 Milstead Rd,N/A
7107548,Dale's Southern Grill,Birmingham,N/A,four half,2,4.0,110,NO,NO,NO,NO,NO,NO,NO,N/A,N/A,http://www.dalessoutherngrills.com
534808557,Chuck E. Cheese's,Vestavia Hills,AL,three half,2,N/A,N/A,YES,NO,NO,NO,YES,NO,NO,47,500 Olde Towne Rd,http://www.chuckecheese.com
51560,Donatos Pizza,Vestavia,AL,five,1,4.5,19,NO,YES,NO,YES,NO,NO,YES,15,629 Montgomery Hwy,http://www.donatos.com/locations/vestavia-hills
526862457,Taco Mama - The Summit,Vestavia,AL,five,1,4.0,64,NO,NO,YES,NO,NO,NO,NO,N/A,327 Summit Blvd,https://tacomamaonline.com/the-summit
464561529,Wok Express,Mountain Brk,AL,five,1,3.5,2,NO,NO,NO,NO,NO,NO,YES,N/A,3150 Overton Rd,http://www.wokexpressmountainbrook.com
549146366,Urban Smoke Bar And Grill,Fairfield,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,7100 Aaron Aronov Dr,https://www.orderurbansmoke.com
518220631,La Rueda Grill & Restaurant,Gardendale,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,9,520 Decatur Hwy,N/A
9025054,Taste of Thailand,Vestavia Hills,AL,five,1,4.0,62,NO,YES,NO,YES,NO,YES,YES,29,3321 Lorna Rd,http://www.tasteofthailandmn.com
467304981,Ranch House Family Restaurant,Vestavia Hills,AL,four,1,4.0,53,NO,NO,NO,YES,NO,NO,YES,54,2931 Columbiana Rd,https://www.groupon.com/biz/birmingham/ranch-house-family-restaurant
505177068,Olive Garden Italian Restaurant,Irondale,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,42,7701 Crestwood Blvd,http://www.olivegarden.com/specials/giant-stuffed-pasta-shells-and-manicotti?cmpid=br:og_ag:ie_ch:dry_ca:OGQ4GSP_dt:20170417_sn:yp_gt:birmingham-al-1123_pl:otherlink1_rd:1008
547727287,Martin's Bar-B-Que Joint,Vestavia,AL,N/A,N/A,3.5,53,NO,NO,NO,NO,NO,NO,NO,N/A,3029 Pump House Rd,https://www.martinsbbqjoint.com/birmingham-alabama?utm_source=extnet&utm_medium=Yext
517447443,Zaxby's,Vestavia,AL,N/A,N/A,3.5,4,NO,NO,NO,NO,NO,NO,NO,N/A,3201 Bearden Ct,https://www.zaxbys.com/locations/al/vestavia-hills/3201-bearden-court
541240696,Outback Fultondale,Fultondale,AL,N/A,N/A,3.5,127,NO,YES,NO,NO,YES,NO,NO,36,1725 Fulton Rd,https://locations.outback.com/alabama/fultondale/1725-fulton-road?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDI0MDMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
545839487,Shoney's,Fultondale,AL,N/A,N/A,2.5,25,NO,NO,NO,NO,NO,NO,NO,N/A,1234 Boots Blvd,https://www.shoneys.com/locations
551171235,Baumhower's Victory Grille - Vestavia Hills,Vestavia Hills,AL,N/A,N/A,3.5,11,NO,NO,NO,NO,NO,NO,NO,N/A,1270 Montgomery Hwy,http://www.baumhowers.com
534720930,The Cheesecake Factory,Vestavia,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,YES,YES,N/A,236 Summit Blvd,http://www.thecheesecakefactory.com
560696535,North Italia,Vestavia,AL,N/A,N/A,4.0,19,NO,NO,NO,NO,NO,NO,NO,N/A,225 Summit Blvd,http://www.northitalia.com/locations/birmingham-al
537172571,Cajun Seafood House,Vestavia,AL,N/A,N/A,4.5,84,NO,NO,NO,NO,NO,NO,NO,55,2531 Rocky Ridge Rd Ste 107,http://www.thecajunseafoodhouse.com
549546798,Taziki's Mediterranean Cafe - Vestavia Hills,Vestavia Hills,AL,N/A,N/A,4.5,3,NO,NO,NO,NO,NO,NO,NO,N/A,1425 Montgomery Hwy Ste 199,http://tazikiscafe.com/location/park-south
550525346,On Tap Sports Cafe Liberty Park,Vestavia,AL,N/A,N/A,3.0,6,NO,NO,NO,NO,NO,NO,NO,5,11967 Liberty Pkwy,https://www.ontapsportscafe.com/locations
558193296,Archie's Bar-B-Q & Burgers,Vestavia Hills,AL,N/A,N/A,4.0,117,NO,NO,NO,NO,NO,NO,NO,N/A,1571 Montgomery Hwy,http://archiesbarbq.com/?utm_source=gmb&utm_medium=referral
573454240,Zaxby's,Hoover,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,1,2071 Patton Chapel Rd,https://www.zaxbys.com/locations/al/hoover/2071-patton-chapel-rd
520465751,China Way Restaurant,Irondale,AL,N/A,N/A,3.5,7,NO,NO,NO,NO,NO,NO,YES,28,5220 Oporto Madrid Blvd S,https://chinawayal.com
543867873,Pizzeria GM,Homewood,AL,N/A,N/A,4.0,36,NO,NO,NO,NO,NO,NO,NO,N/A,600 Oak Grove Rd,http://www.pizzeriagm.com
557387539,The Juicy Seafood,Irondale,AL,N/A,N/A,4.5,2,NO,NO,NO,NO,NO,NO,NO,N/A,7724 Ludington Ln,http://www.thejuicyseafoodusa.com
551328992,Bar Apple Dumpling,Irondale,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,7801 Crestwood Blvd,N/A
522366102,Samurai Japan,Vestavia Hills,AL,N/A,N/A,4.5,17,NO,YES,YES,YES,NO,YES,NO,N/A,700 Montgomery Hwy,http://www.fusionsamuraijapan.com
531197794,First Watch Restaurant,Vestavia,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,700 Montgomery Hwy Ste 188,http://www.firstwatch.com
544869391,Fuji Hibachi Express,Vestavia Hills,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,790 Montgomery Hwy,https://www.fujihibachiexpress.net/locations
574850796,Waldo's Chicken,Vestavia,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3009 Pump House Rd Ste 110,https://waldoschicken.com
2691257,Pappas' Grill,Vestavia Hills,AL,N/A,N/A,4.0,23,NO,NO,NO,NO,NO,NO,NO,32,1066 Montgomery Hwy,http://www.thepappasgrill.com
467881820,Ashley Mac's Kitchen,Vestavia,AL,N/A,N/A,4.0,16,NO,NO,YES,NO,NO,NO,NO,17,3147 Green Valley Rd,https://www.ashleymacs.com
541104429,Metro Diner,Vestavia Hills,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,32,1088 Montgomery Hwy,https://metrodiner.com/locations/alabama/vestavia
467725764,Jimmy Tracy,Irondale,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2445 1st Ave S,http://www.tracysfinefood.com
536156091,Jalisco Restaurant,Fultondale,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1325 Walker Chapel Rd,N/A
554185812,Marty's GM,Irondale,AL,N/A,N/A,4.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,5415 Beacon Dr,http://www.gm.martysbham.com
469265212,J Wings,Fultondale,AL,N/A,N/A,3.5,3,NO,NO,NO,NO,NO,NO,NO,N/A,1709 Decatur Hwy,N/A
536388226,Abhi,Vestavia,AL,N/A,N/A,4.5,47,NO,YES,YES,NO,NO,NO,NO,N/A,300 Summit Blvd,https://www.facebook.com/Abhi-344258819292984
480296793,Urban Cookhouse,Vestavia,AL,N/A,N/A,4.5,129,NO,YES,YES,YES,NO,NO,NO,9,250 Summit Blvd Suite 102,http://www.urbancookhouse.com
571570056,Blue Sushi Sake Grill,Vestavia,AL,N/A,N/A,3.5,3,NO,NO,NO,NO,NO,NO,NO,N/A,238 Summit Blvd Ste 100,http://bluesushisakegrill.com
25043397,Jim 'n Nick's Management,Vestavia,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3755 Corporate Woods Dr,http://jimnnicks.com
550644908,Bloomin' Brands,Vestavia,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,103 Summit Blvd,https://www.bloominbrands.com
573325435,Wing Boss,Coalburg,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1731 Decatur Hwy,https://www.pizzahut.com/index.php?menu=wings
467685668,Moe's Original BBQ,Vestavia Hills,AL,N/A,N/A,4.0,24,NO,YES,YES,YES,NO,NO,NO,N/A,2520 Rocky Ridge Rd  Rocky Ridge Plaza,https://www.moesoriginalbbq.com/lo/birmingham-vestavia-hills
532521433,Taco Tech,Vestavia,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,N/A,2409 Acton Rd,http://www.tacotechs.com
503062667,Fried Green Tomato's,Hoover,AL,N/A,N/A,3.5,35,NO,NO,YES,NO,NO,NO,NO,N/A,1615 Montgomery Hwy,http://eatfgt.com
483873733,Blue Pacific at Hoover Foodmart,Hoover,AL,N/A,N/A,4.5,42,NO,YES,NO,NO,NO,NO,YES,N/A,3219 Lorna Rd,https://www.facebook.com/Blue-Pacific-at-Hoover-Food-Mart-1655929304645749
571180826,Moe's Original BBQ,Vestavia Hills,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2520 Rocky Ridge Ln,https://www.moesoriginalbbq.com/lo/birmingham-vestavia-hills
546599516,Jim N'nick's Bar-B-Que Inc,Hoover,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,10 Inverness Center Pkwy,https://jimnnicks.com
539043388,Kumo Sushi & Asian,Gardendale,AL,N/A,N/A,4.0,12,NO,NO,NO,NO,NO,NO,NO,N/A,835 Odum Rd,http://www.kumosushiasian.com
542914473,Urban Cookhouse,Birmingham,N/A,N/A,N/A,4.5,85,NO,YES,YES,YES,NO,NO,NO,N/A,N/A,http://www.uc-birmingham.com
559110638,Crab DuJour - Cajun Seafood,Birmingham,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,N/A,https://crabdujouralabama.com
508383395,Bamboo on 2nd,Birmingham,N/A,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,N/A,N/A,http://www.bambooon2nd.com
